City Name,Zone Name,Ward name,Ward No ,Open space name/no,Open space heirarchy/ typology (refer to URDPFI),Open space area (in sqkm),Number of Tree (ward/public space street)
Lucknow,7,Ismailganj I,NA,Park in front of Patel Nagar Houses no,NA,882,NA
Lucknow,7,Ismailganj I,NA, Park before 9/544,NA,1250,NA
Lucknow,7,Ismailganj I,NA, Park near 10/376,NA,840,NA
Lucknow,7,Ismailganj I,NA, 62 Parks in front of Patel city,NA,2014,NA
Lucknow,7,Ismailganj I,NA, 301 park in front of Patel city,NA,2014,NA
Lucknow,7,Ismailganj I,NA,Park in front of M No13 in Devnagar,NA,2014,NA
Lucknow,7,Ismailganj I,NA, 10/133 and 10/167 Pak,NA,1729,NA
Lucknow,7,Ismailganj I,NA, Park in front of 9/316,NA,2265,NA
Lucknow,7,Ismailganj I,NA, Park before 9/625,NA,648,NA
Lucknow,7,Ismailganj I,NA, Park in front of 10/242,NA,58275,NA
Lucknow,7,Ismailganj I,NA, Park before 10/530,NA,58275,NA
Lucknow,7,Ismailganj I,NA, Park before 10/425,NA,6525,NA
Lucknow,7,Ismailganj I,NA, Park in front of 10/470,NA,18975,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 14/51,NA,1586,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 14/80,NA,20155,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 14/138,NA,2052,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 11/1089,NA,5087,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park 11/72 and 11/91 Park,NA,290,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 11/83 and 11/84,NA,290,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 11/109 and 11/116,NA,3570,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 11/835 and 11/857,NA,667,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 11/910,NA,588,NA
Lucknow,7,Babu Jagjeevan ram,NA,Park in front of Bharat No 16/790,NA,8845,NA
Lucknow,7,Babu Jagjeevan ram,NA,Park in front of Bharat No 16/974,NA,97375,NA
Lucknow,7,Babu Jagjeevan ram,NA,Park in front of Bharat No 16/1033,NA,468,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 16/1050,NA,450,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 17/457,NA,255,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 19/776,NA,2120,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 19/798,NA,246095,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 19/940,NA,1792,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 19/1177,NA,756,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 19/1392,NA,640,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 19/115,NA,756,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 21/171 and 21/176,NA,118048,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 21/93 and 21/195,NA,175692,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 21/340,NA,86884,NA
Lucknow,7,Babu Jagjeevan ram,NA,Park 21 in front of the 21/1016 in Sector 21,NA,107932,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 16/1290,NA,2861,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park 14/648,NA,1071,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 14/759,NA,2415,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 14/782,NA,529,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 11/921,NA,144625,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 17/310,NA,168,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 17/1030,NA,168,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 19/1032,NA,2975,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 19/872,NA,875,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 19/936,NA,429,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 19/1258,NA,47025,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 19/1122,NA,432,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 19/1204,NA,7524,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 19/1290,NA,6239,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 19/1298,NA,504,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 19/1219,NA,627,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 19/68,NA,4675,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 19/280,NA,8008,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 19/315,NA,41255,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 19/496,NA,57132,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 19/480,NA,9291,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 19/642,NA,6192,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 19/676,NA,366,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park 19/622,NA,2793,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 21/90 and 21/121,NA,3729,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 21/153 and 21/287,NA,12285,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 21/388,NA,850,NA
Lucknow,7,Babu Jagjeevan ram,NA,Park in front of 160 in Sector19,NA,815,NA
Lucknow,7,Babu Jagjeevan ram,NA,Park in front of 400 in Sector19,NA,49896,NA
Lucknow,7,Babu Jagjeevan ram,NA,Park 21 in front of the 21/1019 in Sector 21,NA,111616,NA
Lucknow,7,Babu Jagjeevan ram,NA,Park in front of M N 25/24 in Sector 25,NA,86198,NA
Lucknow,7,Babu Jagjeevan ram,NA,Park in front of M / N 25/78 and 25/86 in Sector 25,NA,1131,NA
Lucknow,7,Babu Jagjeevan ram,NA,Sector 16 Indira Nagar Park in front of 1412,NA,1764,NA
Lucknow,7,Babu Jagjeevan ram,NA,Sector 16 Indira Nagar Park in front of 1432,NA,71978,NA
Lucknow,7,Babu Jagjeevan ram,NA,Sector 16 Indira Nagar Park in front of 1462,NA,43005,NA
Lucknow,7,Babu Jagjeevan ram,NA,Sector 16 Indira Nagar Park in front of 544,NA,4292,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 16/745,NA,1050,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 17/80,NA,69,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 17/242,NA,1105,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 17/220,NA,1105,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 17/169,NA,8375,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 17/282,NA,207,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 17/622,NA,1056,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 17/554,NA,306,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 17/525,NA,168,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 17/350,NA,168,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 17/390,NA,168,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 17/434,NA,125,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 17/748,NA,140,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 17/760,NA,6375,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 17/798,NA,132,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 17/909,NA,192,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 17/973,NA,48,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park before 17/1096,NA,90,NA
Lucknow,7,Babu Jagjeevan ram,NA, Park in front of 19/77,NA,8636,NA
Lucknow,7,Babu Jagjeevan ram,NA,Sector 17 Indira Nagar Park before 17/123,NA,63732,NA
Lucknow,7,Maithili sharan gupt,NA, Park in front of B2109,NA,900,NA
Lucknow,7,Maithili sharan gupt,NA, Park in front of D1377,NA,212282,NA
Lucknow,7,Maithili sharan gupt,NA, Park in front of C1356,NA,33389,NA
Lucknow,7,Maithili sharan gupt,NA, Park in front of D181,NA,3035,NA
Lucknow,7,Maithili sharan gupt,NA, Park in front of C1290,NA,2088,NA
Lucknow,7,Maithili sharan gupt,NA, Park in front of C1176,NA,1360,NA
Lucknow,7,Maithili sharan gupt,NA, Park in front of C13365,NA,2604,NA
Lucknow,7,Maithili sharan gupt,NA,Double Story Park Kamal Park,NA,4092,NA
Lucknow,7,Maithili sharan gupt,NA,D1205/1 Saraswati Garden (Sri Ram Wali Park),NA,3509,NA
Lucknow,7,Maithili sharan gupt,NA, Park in front of C410,NA,100254,NA
Lucknow,7,Maithili sharan gupt,NA,Sea Block Double Stari Park,NA,531454,NA
Lucknow,7,Maithili sharan gupt,NA,Park in front of Azad Market,NA,100695,NA
Lucknow,7,Maithili sharan gupt,NA, Park in front of B57,NA,21298,NA
Lucknow,7,Maithili sharan gupt,NA,Park ahead of building numberA 190,NA,245775,NA
Lucknow,7,Maithili sharan gupt,NA,Park ahead of building number A368,NA,1664,NA
Lucknow,7,Maithili sharan gupt,NA,Park number 419 park,NA,40625,NA
Lucknow,7,Maithili sharan gupt,NA,Park number 1111 park,NA,185481,NA
Lucknow,7,Maithili sharan gupt,NA,Park front of building number 1055,NA,1248,NA
Lucknow,7,Maithili sharan gupt,NA,Park number 1361/1 park,NA,181028,NA
Lucknow,7,Maithili sharan gupt,NA,Park number 5/154 park in front,NA,2090,NA
Lucknow,7,Maithili sharan gupt,NA,Park front of building number B1080,NA,2132,NA
Lucknow,7,Maithili sharan gupt,NA, B1178 park,NA,62992,NA
Lucknow,7,Maithili sharan gupt,NA, B1062 park,NA,101695,NA
Lucknow,7,Maithili sharan gupt,NA,Park ahead of building number B1340,NA,62976,NA
Lucknow,7,Maithili sharan gupt,NA,Mahua park,NA,20752,NA
Lucknow,7,Maithili sharan gupt,NA,Shivaji Park C Block Park,NA,341452,NA
Lucknow,7,Maithili sharan gupt,NA, Park in front of B395,NA,706,NA
Lucknow,7,Maithili sharan gupt,NA, Park in front of C1081/5,NA,0,NA
Lucknow,7,Maithili sharan gupt,NA, Park in front of the C1112,NA,3000,NA
Lucknow,7,Maithili sharan gupt,NA, Park in front of C1345,NA,5428,NA
Lucknow,7,Maithili sharan gupt,NA, Park in front of C925,NA,840,NA
Lucknow,7,Maithili sharan gupt,NA, Park in front of C755,NA,2108,NA
Lucknow,7,Maithili sharan gupt,NA, Park in front of C897,NA,1050,NA
Lucknow,7,Maithili sharan gupt,NA,Park No 1124 park in front,NA,2015,NA
Lucknow,7,Maithili sharan gupt,NA,Park number B 277 park,NA,2145,NA
Lucknow,7,Maithili sharan gupt,NA,Park in front of Babbar Sahib,NA,16117,NA
Lucknow,7,Lalbahadur shastri I,NA, Park A1451 / 1,NA,945,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of A1429/8,NA,612,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of A423,NA,1693,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of A833,NA,1960,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of A493,NA,2196,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of A697,NA,2582,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of A9015/6,NA,864,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of A939/9,NA,77625,NA
Lucknow,7,Lalbahadur shastri I,NA, Park A957/3,NA,91934,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of A22/59,NA,26812,NA
Lucknow,7,Lalbahadur shastri I,NA, Park A22/259,NA,1476,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of A20/11 and 20/57,NA,3493,NA
Lucknow,7,Lalbahadur shastri I,NA,Indiranagar 20/68 and 20/105 Park,NA,2156,NA
Lucknow,7,Lalbahadur shastri I,NA,Indiranagar 20/258 and 20/259 Park,NA,1440,NA
Lucknow,7,Lalbahadur shastri I,NA,Indiranagar 20/116 and 138 Park,NA,244125,NA
Lucknow,7,Lalbahadur shastri I,NA, Park A1439/7,NA,795,NA
Lucknow,7,Lalbahadur shastri I,NA, Park A1123 to 12,NA,266,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of L2A1161/9,NA,3525,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of L2A115/2,NA,3525,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of L1A1229/12,NA,380,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of L1225 / A,NA,183,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of A1219/1,NA,3255,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of A1227/6,NA,1887,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of E1A / 1289/4,NA,63,NA
Lucknow,7,Lalbahadur shastri I,NA, Park A1333/5,NA,825,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of A22/77,NA,26812,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of A22/114,NA,24975,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of A22/132,NA,222,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of A22/310,NA,1316,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of A22/359,NA,171,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of A22/342,NA,132,NA
Lucknow,7,Lalbahadur shastri I,NA, Park A22/227,NA,192,NA
Lucknow,7,Lalbahadur shastri I,NA, Park in front of Sector22A22/297,NA,18034,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,300,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,154,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,715,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,120,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,276,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,308,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,160,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,104,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,690,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,252,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,456,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,760,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,360,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,360,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,400,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,594,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,380,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,2840,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,273,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,336,NA
Lucknow,8,Sharda Nagar II,NA,South City EBlock,NA,189,NA
Lucknow,8,Sharda Nagar II,NA,South City EBlock,NA,390,NA
Lucknow,8,Sharda Nagar II,NA,Park in front of 6 / 134,NA,2263,NA
Lucknow,8,Sharda Nagar II,NA,South City SectorG,NA,6440,NA
Lucknow,8,Sharda Nagar II,NA,South City SectorH,NA,8178,NA
Lucknow,8,Sharda Nagar II,NA,South City SectorH,NA,3646,NA
Lucknow,8,Sharda Nagar II,NA,South City SectorJ,NA,2002,NA
Lucknow,8,Sharda Nagar II,NA,South City SectorSi,NA,2970,NA
Lucknow,8,Sharda Nagar II,NA,South City SectorSi,NA,3040,NA
Lucknow,8,Sharda Nagar II,NA,South City SectorA,NA,5226,NA
Lucknow,8,Sharda Nagar II,NA,South City SectorB,NA,6150,NA
Lucknow,8,Sharda Nagar II,NA,South City SectorB,NA,1188,NA
Lucknow,8,Sharda Nagar II,NA,South City SectorB,NA,3900,NA
Lucknow,8,Sharda Nagar II,NA,South City SectorD,NA,2331,NA
Lucknow,8,Sharda Nagar II,NA,Park in front of 2 / 51,NA,4800,NA
Lucknow,8,Sharda Nagar II,NA,South City SectorG,NA,7776,NA
Lucknow,8,Sharda Nagar II,NA,South City SectorG,NA,1917,NA
Lucknow,8,Sharda Nagar II,NA,South City SectorJ,NA,2553,NA
Lucknow,8,Sharda Nagar II,NA,South City SectorJ,NA,2112,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,315,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,1908,NA
Lucknow,8,Sharda Nagar II,NA,South City EBlock,NA,1444,NA
Lucknow,8,Sharda Nagar II,NA,Park1/88 Park,NA,3240,NA
Lucknow,8,Sharda Nagar II,NA,Park in front of 2 / 168,NA,3240,NA
Lucknow,8,Sharda Nagar II,NA,Park in front of 2 / 254,NA,2160,NA
Lucknow,8,Sharda Nagar II,NA,Park in front of 3 / 286,NA,3300,NA
Lucknow,8,Sharda Nagar II,NA,Park in front of 4 / 385,NA,1176,NA
Lucknow,8,Sharda Nagar II,NA,Park in front of the 7/74,NA,1053,NA
Lucknow,8,Sharda Nagar II,NA,South City SectorJ,NA,1000,NA
Lucknow,8,Sharda Nagar II,NA,South City SectorB,NA,1755,NA
Lucknow,8,Sharda Nagar II,NA,South City Ratnakar Clause,NA,798,NA
Lucknow,8,Sharda Nagar II,NA,In front of park no 11,1/41,NA,3240,NA
Lucknow,8,Sharda Nagar II,NA,Park in front of3/109,NA,3300,NA
Lucknow,8,Sharda Nagar II,NA,Park in front of the 4/173,NA,1450,NA
Lucknow,8,Sharda Nagar II,NA,Park in front of 5 / 171,NA,2546,NA
Lucknow,8,Sharda Nagar II,NA,Park7/225 and 226 park,NA,6655,NA
Lucknow,8,Sharda Nagar II,NA,Park in front of 7/107 and 108,NA,3672,NA
Lucknow,8,Sharda Nagar II,NA,Park in front of 7 / 482,NA,1200,NA
Lucknow,8,Sharda Nagar II,NA,Parksouth of 7/472 A,NA,5400,NA
Lucknow,8,Sharda Nagar II,NA,Parks in front of the 8/99,NA,4032,NA
Lucknow,8,Sharda Nagar II,NA,Park in front of the 8/340,NA,1530,NA
Lucknow,8,Sharda Nagar II,NA,Park in front of the 8/479,NA,2520,NA
Lucknow,8,Sharda Nagar I,NA,In front of1/279 and 2/624,NA,2610,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of the 427,NA,900,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of357,NA,930,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of 342,NA,1050,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of the 489,NA,992,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of 397,NA,1120,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of 1/830,NA,2925,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of 1/830,NA,2925,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of the 1/454 and 455,NA,2340,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of 2 / 203,NA,1620,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of 3 / 138 and 139,NA,2640,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of 3 / 522,NA,1125,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of 3 / 690,NA,1325,NA
Lucknow,8,Sharda Nagar I,NA,Park4/121 Park,NA,864,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of 4 / 145,NA,1302,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of 5 / 182,NA,1280,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of the 1/159,NA,1925,NA
Lucknow,8,Sharda Nagar I,NA,Land open in front of1/796,NA,360,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of,NA,360,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of1/203,NA,360,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of 2/230 and 231,NA,1920,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of 2 / 346,NA,1920,NA
Lucknow,8,Sharda Nagar I,NA,Land open in front of 1/2607,NA,270,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of 2 / 252,NA,4225,NA
Lucknow,8,Sharda Nagar I,NA,Open land in front of 2/265,NA,1375,NA
Lucknow,8,Sharda Nagar I,NA,In front of 1312,NA,1200,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of240,NA,1200,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of 81,NA,1200,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of34,NA,1120,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of343,NA,1050,NA
Lucknow,8,Sharda Nagar I,NA,Open land of 5/126,NA,800,NA
Lucknow,8,Sharda Nagar I,NA,Park1/500 Park,NA,360,NA
Lucknow,8,Sharda Nagar I,NA,Park1/749 park,NA,360,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of1/243,NA,6050,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of 1/370,NA,360,NA
Lucknow,8,Sharda Nagar I,NA,Land open in front of 1/874,NA,360,NA
Lucknow,8,Sharda Nagar I,NA,Openland in front of 2/135,NA,504,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of1/653,NA,1280,NA
Lucknow,8,Sharda Nagar I,NA,Park1/195 Park,NA,1080,NA
Lucknow,8,Sharda Nagar I,NA,Park in front of1/175,NA,1024,NA
Lucknow,8,Ibrahimpur II,NA,Parks in front of the hno 530,NA,1200,NA
Lucknow,8,Ibrahimpur II,NA,Park in front of 501,NA,1050,NA
Lucknow,8,Ibrahimpur II,NA,Park in front of the 557,NA,930,NA
Lucknow,8,Ibrahimpur II,NA,Park in front of 624,NA,1050,NA
Lucknow,8,Ibrahimpur II,NA,Park in front of 752,NA,930,NA
Lucknow,8,Ibrahimpur II,NA,Park in front of E12,NA,1344,NA
Lucknow,8,Ibrahimpur II,NA,Park in front of S2/325,NA,1200,NA
Lucknow,8,Ibrahimpur II,NA,Park in front of 315,NA,1260,NA
Lucknow,8,Ibrahimpur II,NA,Park in front of the 1070,NA,1050,NA
Lucknow,8,Ibrahimpur II,NA,Park in front of,NA,1050,NA
Lucknow,8,Ibrahimpur II,NA,Park in front of 678,NA,930,NA
Lucknow,8,Ibrahimpur II,NA,Park in front of12,NA,915,NA
Lucknow,8,Hind Nagar,NA,Park No 66 Neighbor Hood Park Gol Market,NA,16250,NA
Lucknow,8,Hind Nagar,NA,Park no 7 mnd 61 rk front of corporation,NA,1750,NA
Lucknow,8,Hind Nagar,NA,Park No 8MnLD 101102 In front of Mohani Shankar,NA,2250,NA
Lucknow,8,Hind Nagar,NA,Park No 9 LD 59 Sce in front of faith,NA,2700,NA
Lucknow,8,Hind Nagar,NA,Park nk 10 in front of gurdwara,NA,1800,NA
Lucknow,8,Hind Nagar,NA,Park no 1515 Despite DS643644,NA,6900,NA
Lucknow,8,Hind Nagar,NA,Park NM01, in front of the goods under construction,NA,295295,NA
Lucknow,8,Hind Nagar,NA,Park Nun 11, in front of Balaji Complex,NA,8745,NA
Lucknow,8,Hind Nagar,NA,Park no2 mnss c 1 419 in front of urmila residence,NA,400,NA
Lucknow,8,Hind Nagar,NA,Park No 44 E112SK K Gupta in front,NA,400,NA
Lucknow,8,Hind Nagar,NA,Park No 5 in front of MNSS340 RK Soni,NA,400,NA
Lucknow,8,Hind Nagar,NA,In the park no 6 in front of MNSS16C1 Rakesh Verma,NA,400,NA
Lucknow,8,Hind Nagar,NA,In the park no 10, in front of the SNSSS107 Surrendra Niwas,NA,400,NA
Lucknow,8,Hind Nagar,NA,In park no 11 H 260 in front of Tanmay Villa,NA,2145,NA
Lucknow,8,Hind Nagar,NA,In park no 02MD65 in front of Manoj Shukla,NA,1650,NA
Lucknow,8,Hind Nagar,NA,In park no 033MD40 in front of Ajay Baba,NA,3900,NA
Lucknow,8,Hind Nagar,NA,Land open in front of M NH 123D Yogendra Bhattacharya,NA,216,NA
Lucknow,8,Hind Nagar,NA,In front of the Seametrie near Park Nun 5,NA,1375,NA
Lucknow,8,Hind Nagar,NA,Park Nun 0411 In front of De Guru Charan Singh,NA,550,NA
Lucknow,8,Hind Nagar,NA,Park Nos 12 MNDS253 in front of Lokesh Kapoor,NA,480,NA
Lucknow,8,Hind Nagar,NA,Park NM16DS671 in front of Jeet Singh,NA,800,NA
Lucknow,8,Hind Nagar,NA,Park no 17 mnds531 in front of Mr Mahesh,NA,875,NA
Lucknow,8,Hind Nagar,NA,In front of the park no18 MND235 K Srivastava,NA,2580,NA
Lucknow,8,Hind Nagar,NA,Park Nun 2121LD12 KP Tiwari K,NA,1100,NA
Lucknow,8,Hind Nagar,NA,Park NM22, Fair Park in Barigawana,NA,1950,NA
Lucknow,8,Hind Nagar,NA,Park No 22, Near Airport Kálni,NA,175875,NA
Lucknow,8,Hind Nagar,NA,Park Nun 11 F167 in front of Shri Nandlal Chakraborty,NA,400,NA
Lucknow,8,Hind Nagar,NA,Park NM33E13 C1 in front of Savina Vano,NA,400,NA
Lucknow,8,Hind Nagar,NA,In front of MN50C1 Arun Singh in Park No7,NA,360,NA
Lucknow,8,Hind Nagar,NA,Land open in front of Mr V R Public School,NA,360,NA
Lucknow,8,Hind Nagar,NA,In front of MNC1E32 Kusum Shukla in Park No9,NA,400,NA
Lucknow,8,Hind Nagar,NA,In front of CM9Sector1 Ramababu in Park No11,NA,400,NA
Lucknow,8,Hind Nagar,NA,Park NM13DS242 in front of Kamal Kapoor,NA,660,NA
Lucknow,8,Hind Nagar,NA,Park Nun 0414 opposite A Taylor,NA,1040,NA
Lucknow,8,Hind Nagar,NA,In front of Park NM020 National Inter College,NA,588,NA
Lucknow,8,Vidyawati II,NA,Park no 18 MNEWS 232 and 345 park,NA,1760,NA
Lucknow,8,Vidyawati II,NA,Park nun 19EWS641 and park in front of 713,NA,2112,NA
Lucknow,8,Vidyawati II,NA,Park ninth 20park in front of EWS542 and 766,NA,3293,NA
Lucknow,8,Vidyawati II,NA,Park No 21 Park  Opposite EWS1001 and 1002,NA,4366,NA
Lucknow,8,Vidyawati II,NA,In front of Park NM22EWS627,NA,14716,NA
Lucknow,8,Vidyawati II,NA,In front of park no 03 EWS30,NA,820,NA
Lucknow,8,Vidyawati II,NA,In front of park no 04EWS780,NA,1550,NA
Lucknow,8,Vidyawati II,NA,In front of Park NM55EWS812,NA,1612,NA
Lucknow,8,Vidyawati II,NA,Park no 7 mnews561 and 524 in front,NA,3234,NA
Lucknow,8,Vidyawati II,NA, EWS204 and open land in front of 80,NA,850,NA
Lucknow,8,Vidyawati II,NA,In front of Park no10 MnEWS182 and 245,NA,900,NA
Lucknow,8,Vidyawati II,NA,In front of Park No11 MnEWS281 and 239,NA,3128,NA
Lucknow,8,Vidyawati II,NA,Park no13 mnfront of lig41 and 48,NA,3763,NA
Lucknow,8,Vidyawati II,NA,Park no14 mnfront of mig83 and 92,NA,2491,NA
Lucknow,8,Vidyawati II,NA,In front of Park no15 MnC / 121 and C / 105,NA,3128,NA
Lucknow,8,Vidyawati II,NA,Park no 17, parkin front of EWS293 and 373,NA,2650,NA
Lucknow,8,Vidyawati II,NA,In front of Park no1 MNEWSL81 and L88,NA,560,NA
