"id","year","state_name","state_code","sector","quantity"
2043,"2006","Odisha","21","Other",3.53
2044,"2021","Odisha","21","Power (Captive)",0.09
2045,"2011","Odisha","21","Chemical",0.01
2046,"2011","Odisha","21","Power (Captive)",13.08
2047,"2021","Odisha","21","Metallurgical Use- Direct Feed",0.14
2048,"2010","Odisha","21","Metallurgical Use- Cokeries",0.49
2049,"2007","Odisha","21","Steel (Boilers)",0.11
2050,"2017","Odisha","21","Metallurgical Use- Cokeries",0.26
2051,"2019","Odisha","21","Steel (Boilers)",0.03
2052,"2017","Odisha","21","Metallurgical Use- Direct Feed",0.11
2053,"2015","Odisha","21","Sponge Iron",2.75
2054,"2019","Punjab","3","Other",0.1
2055,"2019","Punjab","3","Fertilisers",0.56
2056,"2020","Punjab","3","Power (Captive)",0.42
2057,"2017","Punjab","3","Power (Utility)",0.01
2058,"2021","Punjab","3","Fertilisers",0.53
2059,"2008","Punjab","3","Power (Utility)",10.28
2060,"2013","Punjab","3","Other",0.27
2061,"2018","Punjab","3","Power (Captive)",0.2
2062,"2017","Punjab","3","Power (Captive)",0.21
2063,"2018","Punjab","3","Other",0.04
2064,"2006","Punjab","3","Other",0.5
2065,"2019","Punjab","3","Power (Utility)",0.06
2066,"2006","Punjab","3","Textiles and Rayons",0.0
2067,"2012","Punjab","3","Power (Utility)",12.63
2068,"2009","Punjab","3","Power (Utility)",0.98
2069,"2011","Punjab","3","Power (Utility)",12.54
2070,"2013","Punjab","3","Power (Utility)",4.61
2071,"2009","Punjab","3","Fertilisers",0.96
2072,"2008","Punjab","3","Power (Captive)",0.1
2073,"2014","Punjab","3","Other",0.24
2074,"2015","Punjab","3","Fertilisers",0.6
2075,"2014","Punjab","3","Power (Captive)",6.22
2076,"2013","Punjab","3","Power (Captive)",7.11
2077,"2020","Punjab","3","Power (Utility)",11.99
2078,"2009","Punjab","3","Power (Utility)",11.12
2079,"2008","Punjab","3","Other",0.61
2080,"2006","Punjab","3","Power (Utility)",10.5
2081,"2006","Punjab","3","Power (Captive)",0.03
2082,"2018","Punjab","3","Power (Utility)",11.75
2083,"2018","Punjab","3","Power (Utility)",0.05
2084,"2012","Punjab","3","Fertilisers",1.07
2085,"2013","Punjab","3","Cement",0.0
2086,"2010","Punjab","3","Power (Captive)",0.24
2087,"2010","Punjab","3","Textiles and Rayons",0.01
2088,"2015","Punjab","3","Power (Captive)",7.21
2089,"2012","Punjab","3","Power (Captive)",0.12
2090,"2011","Punjab","3","Other",0.24
2091,"2008","Punjab","3","Textiles and Rayons",0.01
2092,"2007","Punjab","3","Other",0.53
2093,"2007","Punjab","3","Textiles and Rayons",0.0
2094,"2009","Punjab","3","Power (Captive)",0.26
2095,"2010","Punjab","3","Power (Utility)",13.35
2096,"2019","Punjab","3","Cement",0.3
2097,"2021","Punjab","3","Power (Utility)",0.11
2098,"2016","Punjab","3","Power (Captive)",0.33
2099,"2006","Punjab","3","Fertilisers",0.99
2100,"2015","Punjab","3","Other",0.17
2101,"2018","Punjab","3","Fertilisers",0.52
2102,"2007","Punjab","3","Power (Captive)",0.06
2103,"2020","Punjab","3","Other",0.04
2104,"2019","Punjab","3","Power (Captive)",0.05
2105,"2020","Punjab","3","Fertilisers",0.61
2106,"2011","Punjab","3","Fertilisers",1.11
2107,"2019","Punjab","3","Textiles and Rayons",0.06
2108,"2014","Punjab","3","Power (Utility)",5.16
2109,"2015","Punjab","3","Power (Utility)",10.21
2110,"2011","Punjab","3","Power (Captive)",0.26
2111,"2012","Punjab","3","Other",0.37
2112,"2019","Punjab","3","Power (Utility)",16.71
2113,"2013","Punjab","3","Fertilisers",0.95
2114,"2008","Punjab","3","Power (Utility)",0.81
2115,"2016","Punjab","3","Other",0.04
2116,"2010","Punjab","3","Other",0.51
2117,"2017","Punjab","3","Fertilisers",0.69
2118,"2011","Punjab","3","Other Basic-Metal (Aluminium Etc)",0.25
2119,"2016","Punjab","3","Fertilisers",0.37
2120,"2014","Punjab","3","Fertilisers",0.69
2121,"2021","Punjab","3","Power (Utility)",10.03
2122,"2007","Punjab","3","Power (Utility)",1.2
2123,"2007","Punjab","3","Power (Utility)",9.05
2124,"2017","Punjab","3","Power (Utility)",12.46
2125,"2007","Punjab","3","Fertilisers",0.97
2126,"2021","Punjab","3","Other",0.04
2127,"2011","Punjab","3","Power (Utility)",0.05
2128,"2010","Punjab","3","Power (Utility)",0.57
2129,"2021","Punjab","3","Power (Captive)",0.12
2130,"2019","Punjab","3","Other",0.71
2131,"2019","Punjab","3","Other Basic-Metal (Aluminium Etc)",0.19
2132,"2009","Punjab","3","Other",0.32
2133,"2017","Punjab","3","Other",0.03
2134,"2016","Punjab","3","Power (Utility)",11.79
2135,"2008","Punjab","3","Fertilisers",1.06
2136,"2016","Rajasthan","8","Other",0.06
2137,"2007","Rajasthan","8","Fertilisers",0.02
2138,"2018","Rajasthan","8","Other",0.02
2139,"2020","Rajasthan","8","Other",0.51
2140,"2007","Rajasthan","8","Fertilisers",0.41
2141,"2007","Rajasthan","8","Textiles and Rayons",0.03
2142,"2007","Rajasthan","8","Power (Utility)",0.02
2143,"2010","Rajasthan","8","Other",0.06
2144,"2012","Rajasthan","8","Cement",0.8
2145,"2020","Rajasthan","8","Cement",0.22
2146,"2018","Rajasthan","8","Cement",0.26
2147,"2012","Rajasthan","8","Fertilisers",0.0
2148,"2014","Rajasthan","8","Other",0.57
2149,"2012","Rajasthan","8","Fertilisers",0.34
2150,"2015","Rajasthan","8","Textiles and Rayons",0.03
2151,"2014","Rajasthan","8","Cement",0.46
2152,"2011","Rajasthan","8","Cement",0.01
2153,"2016","Rajasthan","8","Textiles and Rayons",0.0
2154,"2015","Rajasthan","8","Fertilisers",0.04
2155,"2019","Rajasthan","8","Cement",0.17
2156,"2009","Rajasthan","8","Fertilisers",0.01
2157,"2017","Rajasthan","8","Power (Captive)",6.48
2158,"2016","Rajasthan","8","Textiles and Rayons",0.02
2159,"2009","Rajasthan","8","Fertilisers",0.33
2160,"2017","Rajasthan","8","Other",0.45
2161,"2009","Rajasthan","8","Power (Utility)",0.82
2162,"2008","Rajasthan","8","Fertilisers",0.33
2163,"2014","Rajasthan","8","Textiles and Rayons",0.04
2164,"2010","Rajasthan","8","Fertilisers",0.27
2165,"2007","Rajasthan","8","Power (Utility)",0.5
2166,"2020","Rajasthan","8","Power (Captive)",11.23
2167,"2017","Rajasthan","8","Fertilisers",0.31
2168,"2021","Rajasthan","8","Textiles and Rayons",0.04
2169,"2010","Rajasthan","8","Cement",0.07
2170,"2010","Rajasthan","8","Power (Utility)",0.76
2171,"2016","Rajasthan","8","Power (Utility)",11.13
2172,"2012","Rajasthan","8","Power (Utility)",1.6
2173,"2009","Rajasthan","8","Other",0.06
2174,"2006","Rajasthan","8","Chemical",0.0
2175,"2012","Rajasthan","8","Other",0.5
2176,"2007","Rajasthan","8","Power (Utility)",11.32
2177,"2011","Rajasthan","8","Cement",0.72
2178,"2013","Rajasthan","8","Power (Captive)",0.08
2179,"2021","Rajasthan","8","Fertilisers",0.25
2180,"2012","Rajasthan","8","Textiles and Rayons",0.13
2181,"2016","Rajasthan","8","Fertilisers",0.26
2182,"2007","Rajasthan","8","Cement",0.02
2183,"2013","Rajasthan","8","Power (Utility)",0.41
2184,"2013","Rajasthan","8","Power (Captive)",2.87
2185,"2019","Rajasthan","8","Sponge Iron",0.0
2186,"2013","Rajasthan","8","Textiles and Rayons",0.06
2187,"2016","Rajasthan","8","Power (Utility)",0.06
2188,"2008","Rajasthan","8","Power (Utility)",13.02
2189,"2006","Rajasthan","8","Cement",1.02
2190,"2009","Rajasthan","8","Power (Utility)",0.47
2191,"2006","Rajasthan","8","Bricks",0.27
2192,"2018","Rajasthan","8","Power (Utility)",9.79
2193,"2012","Rajasthan","8","Power (Utility)",14.47
2194,"2012","Rajasthan","8","Cement",0.09
2195,"2014","Rajasthan","8","Power (Captive)",0.95
2196,"2010","Rajasthan","8","Other",0.12
2197,"2012","Rajasthan","8","Steel (Boilers)",0.0
2198,"2014","Rajasthan","8","Power (Captive)",2.72
2199,"2006","Rajasthan","8","Power (Utility)",12.23
2200,"2011","Rajasthan","8","Chemical",0.01
2201,"2007","Rajasthan","8","Chemical",0.0
2202,"2013","Rajasthan","8","Textiles and Rayons",0.05
2203,"2010","Rajasthan","8","Power (Utility)",13.81
2204,"2011","Rajasthan","8","Power (Utility)",1.35
2205,"2020","Rajasthan","8","Textiles and Rayons",0.04
2206,"2008","Rajasthan","8","Other",0.09
2207,"2018","Rajasthan","8","Textiles and Rayons",0.01
2208,"2016","Rajasthan","8","Cement",0.09
2209,"2007","Rajasthan","8","Textiles and Rayons",0.22
2210,"2020","Rajasthan","8","Other",0.48
2211,"2014","Rajasthan","8","Power (Utility)",14.47
2212,"2015","Rajasthan","8","Textiles and Rayons",0.04
2213,"2020","Rajasthan","8","Cement",0.28
2214,"2017","Rajasthan","8","Other",0.01
2215,"2007","Rajasthan","8","Other",0.0
2216,"2011","Rajasthan","8","Power (Utility)",1.73
2217,"2010","Rajasthan","8","Textiles and Rayons",0.03
2218,"2017","Rajasthan","8","Power (Captive)",0.47
2219,"2011","Rajasthan","8","Power (Captive)",1.89
2220,"2018","Rajasthan","8","Chemical",0.0
2221,"2012","Rajasthan","8","Power (Captive)",1.96
2222,"2014","Rajasthan","8","Power (Utility)",5.25
2223,"2017","Rajasthan","8","Power (Utility)",1.41
2224,"2010","Rajasthan","8","Chemical",0.17
2225,"2010","Rajasthan","8","Power (Utility)",1.49
2226,"2008","Rajasthan","8","Cement",1.16
2227,"2016","Rajasthan","8","Power (Utility)",7.67
2228,"2019","Rajasthan","8","Power (Utility)",1.21
2229,"2021","Rajasthan","8","Cement",0.16
2230,"2013","Rajasthan","8","Cement",0.69
2231,"2006","Rajasthan","8","Cement",0.02
2232,"2017","Rajasthan","8","Textiles and Rayons",0.03
2233,"2011","Rajasthan","8","Power (Utility)",12.65
2234,"2010","Rajasthan","8","Textiles and Rayons",0.06
2235,"2010","Rajasthan","8","Power (Captive)",0.02
2236,"2017","Rajasthan","8","Power (Captive)",7.34
2237,"2015","Rajasthan","8","Other",0.66
2238,"2006","Rajasthan","8","Pulp and Paper",0.01
2239,"2010","Rajasthan","8","Power (Captive)",1.62
2240,"2014","Rajasthan","8","Pulp and Paper",0.0
2241,"2009","Rajasthan","8","Textiles and Rayons",0.03
2242,"2018","Rajasthan","8","Fertilisers",0.0
2243,"2015","Rajasthan","8","Power (Utility)",0.03
2244,"2017","Rajasthan","8","Fertilisers",0.0
2245,"2018","Rajasthan","8","Power (Captive)",0.56
2246,"2006","Rajasthan","8","Other",0.03
2247,"2007","Rajasthan","8","Pulp and Paper",0.0
2248,"2008","Rajasthan","8","Other",0.7
2249,"2007","Rajasthan","8","Power (Captive)",0.45
2250,"2021","Rajasthan","8","Power (Captive)",8.33
2251,"2006","Rajasthan","8","Fertilisers",0.38
2252,"2008","Rajasthan","8","Textiles and Rayons",0.04
2253,"2018","Rajasthan","8","Other",0.75
2254,"2009","Rajasthan","8","Textiles and Rayons",0.24
2255,"2010","Rajasthan","8","Pulp and Paper",0.0
2256,"2013","Rajasthan","8","Cement",0.17
2257,"2011","Rajasthan","8","Fertilisers",0.33
2258,"2014","Rajasthan","8","Fertilisers",0.28
2259,"2019","Rajasthan","8","Other",0.28
2260,"2017","Rajasthan","8","Bricks",0.0
2261,"2019","Rajasthan","8","Power (Captive)",0.47
2262,"2013","Rajasthan","8","Other",0.54
2263,"2015","Rajasthan","8","Other",0.04
2264,"2013","Rajasthan","8","Other",0.05
2265,"2018","Rajasthan","8","Power (Utility)",1.58
2266,"2009","Rajasthan","8","Chemical",0.08
2267,"2018","Rajasthan","8","Fertilisers",0.27
2268,"2019","Rajasthan","8","Power (Captive)",6.22
2269,"2020","Rajasthan","8","Power (Utility)",14.13
2270,"2006","Rajasthan","8","Textiles and Rayons",0.19
2271,"2020","Rajasthan","8","Fertilisers",0.33
2272,"2010","Rajasthan","8","Bricks",0.07
2273,"2014","Rajasthan","8","Power (Utility)",0.39
2274,"2006","Rajasthan","8","Textiles and Rayons",0.03
2275,"2009","Rajasthan","8","Power (Captive)",1.09
2276,"2021","Rajasthan","8","Power (Utility)",12.33
2277,"2015","Rajasthan","8","Power (Captive)",1.24
2278,"2013","Rajasthan","8","Power (Utility)",5.16
2279,"2012","Rajasthan","8","Power (Utility)",2.15
2280,"2015","Rajasthan","8","Power (Utility)",15.77
2281,"2015","Rajasthan","8","Power (Captive)",2.98
2282,"2006","Rajasthan","8","Power (Utility)",0.19
2283,"2020","Rajasthan","8","Power (Captive)",1.26
2284,"2021","Rajasthan","8","Other",0.63
2285,"2009","Rajasthan","8","Cement",0.66
2286,"2020","Rajasthan","8","Power (Captive)",7.35
2287,"2013","Rajasthan","8","Power (Captive)",0.23
2288,"2009","Rajasthan","8","Pulp and Paper",0.0
2289,"2011","Rajasthan","8","Other",0.19
2290,"2007","Rajasthan","8","Power (Captive)",0.03
2291,"2008","Rajasthan","8","Textiles and Rayons",0.03
2292,"2013","Rajasthan","8","Chemical",0.01
2293,"2014","Rajasthan","8","Textiles and Rayons",0.07
2294,"2015","Rajasthan","8","Power (Utility)",8.2
2295,"2017","Rajasthan","8","Cement",0.15
2296,"2014","Rajasthan","8","Cement",0.17
2297,"2008","Rajasthan","8","Power (Captive)",0.01
2298,"2008","Rajasthan","8","Power (Utility)",0.38
2299,"2012","Rajasthan","8","Bricks",0.05
2300,"2018","Rajasthan","8","Bricks",0.0
2301,"2012","Rajasthan","8","Other",0.81
2302,"2006","Rajasthan","8","Chemical",0.01
2303,"2015","Rajasthan","8","Cement",0.2
2304,"2017","Rajasthan","8","Power (Utility)",9.59
2305,"2016","Rajasthan","8","Cement",0.35
2306,"2007","Rajasthan","8","Cement",1.1
2307,"2021","Rajasthan","8","Bricks",0.0
2308,"2017","Rajasthan","8","Other Basic-Metal (Aluminium Etc)",0.13
2309,"2017","Rajasthan","8","Power (Utility)",0.14
2310,"2018","Rajasthan","8","Power (Captive)",7.05
2311,"2009","Rajasthan","8","Other",0.29
2312,"2021","Rajasthan","8","Other",0.05
2313,"2011","Rajasthan","8","Textiles and Rayons",0.15
2314,"2016","Rajasthan","8","Power (Captive)",1.81
2315,"2013","Rajasthan","8","Fertilisers",0.29
2316,"2008","Rajasthan","8","Power (Captive)",0.58
2317,"2008","Rajasthan","8","Cement",0.09
2318,"2010","Rajasthan","8","Cement",0.83
2319,"2015","Rajasthan","8","Cement",0.6
2320,"2021","Rajasthan","8","Power (Captive)",1.07
2321,"2018","Rajasthan","8","Power (Captive)",6.54
2322,"2017","Rajasthan","8","Cement",0.1
2323,"2013","Rajasthan","8","Power (Utility)",15.85
2324,"2006","Rajasthan","8","Power (Captive)",0.27
2325,"2012","Rajasthan","8","Chemical",0.04
2326,"2009","Rajasthan","8","Cement",0.14
2327,"2008","Rajasthan","8","Power (Utility)",0.81
2328,"2014","Rajasthan","8","Chemical",0.0
2329,"2019","Rajasthan","8","Power (Captive)",12.11
2330,"2020","Rajasthan","8","Other Basic-Metal (Aluminium Etc)",0.04
2331,"2014","Rajasthan","8","Other",0.04
2332,"2019","Rajasthan","8","Fertilisers",0.25
2333,"2009","Rajasthan","8","Power (Utility)",12.99
2334,"2021","Rajasthan","8","Power (Utility)",9.68
2335,"2017","Rajasthan","8","Chemical",0.0
2336,"2019","Rajasthan","8","Power (Utility)",13.38
2337,"2015","Rajasthan","8","Fertilisers",0.28
2338,"2016","Rajasthan","8","Other",0.6
2339,"2008","Rajasthan","8","Fertilisers",0.01
2340,"2007","Rajasthan","8","Bricks",0.16
2341,"2018","Rajasthan","8","Cement",0.18
2342,"2007","Rajasthan","8","Other",0.44
2343,"2016","Rajasthan","8","Power (Captive)",5.48
2344,"2021","Rajasthan","8","Cement",0.19
2345,"2012","Tamil Nadu","33","Steel (Boilers)",0.03
2346,"2006","Tamil Nadu","33","Bricks",0.08
2347,"2015","Tamil Nadu","33","Power (Utility)",16.66
2348,"2018","Tamil Nadu","33","Other",0.08
2349,"2016","Tamil Nadu","33","Power (Utility)",23.59
2350,"2007","Tamil Nadu","33","Cement",0.15
2351,"2020","Tamil Nadu","33","Other",0.08
2352,"2009","Tamil Nadu","33","Power (Captive)",0.46
2353,"2019","Tamil Nadu","33","Power (Utility)",21.58
2354,"2018","Tamil Nadu","33","Power (Utility)",21.86
2355,"2013","Tamil Nadu","33","Cement",0.67
2356,"2020","Tamil Nadu","33","Bricks",0.01
2357,"2008","Tamil Nadu","33","Textiles and Rayons",0.01
2358,"2018","Tamil Nadu","33","Fertilisers",0.0
2359,"2007","Tamil Nadu","33","Power (Captive)",0.3
2360,"2011","Tamil Nadu","33","Other",0.03
2361,"2011","Tamil Nadu","33","Chemical",0.0
2362,"2006","Tamil Nadu","33","Other",0.55
2363,"2008","Tamil Nadu","33","Power (Utility)",13.49
2364,"2007","Tamil Nadu","33","Cement",0.11
2365,"2018","Tamil Nadu","33","Power (Utility)",22.7
2366,"2007","Tamil Nadu","33","Pulp and Paper",0.06
2367,"2012","Tamil Nadu","33","Other",0.05
2368,"2016","Tamil Nadu","33","Cement",0.04
2369,"2013","Tamil Nadu","33","Bricks",0.01
2370,"2014","Tamil Nadu","33","Cement",0.13
2371,"2020","Tamil Nadu","33","Pulp and Paper",0.11
2372,"2006","Tamil Nadu","33","Cement",0.11
2373,"2006","Tamil Nadu","33","Power (Utility)",20.28
2374,"2018","Tamil Nadu","33","Bricks",0.01
2375,"2009","Tamil Nadu","33","Power (Utility)",13.53
2376,"2014","Tamil Nadu","33","Other",0.05
2377,"2010","Tamil Nadu","33","Other",0.07
2378,"2021","Tamil Nadu","33","Power (Utility)",16.83
2379,"2021","Tamil Nadu","33","Cement",0.11
2380,"2015","Tamil Nadu","33","Other",0.17
2381,"2017","Tamil Nadu","33","Steel (Boilers)",0.04
2382,"2012","Tamil Nadu","33","Power (Utility)",23.74
2383,"2007","Tamil Nadu","33","Other",0.05
2384,"2013","Tamil Nadu","33","Pulp and Paper",0.03
2385,"2017","Tamil Nadu","33","Power (Utility)",19.17
2386,"2011","Tamil Nadu","33","Cement",0.25
2387,"2014","Tamil Nadu","33","Metallurgical Use- Cokeries",0.0
2388,"2006","Tamil Nadu","33","Steel (Boilers)",0.03
2389,"2013","Tamil Nadu","33","Other",0.08
2390,"2011","Tamil Nadu","33","Pulp and Paper",0.04
2391,"2017","Tamil Nadu","33","Cement",0.08
2392,"2021","Tamil Nadu","33","Bricks",0.01
2393,"2017","Tamil Nadu","33","Power (Captive)",0.04
2394,"2019","Tamil Nadu","33","Steel (Boilers)",0.09
2395,"2008","Tamil Nadu","33","Power (Captive)",0.3
2396,"2007","Tamil Nadu","33","Power (Utility)",13.33
2397,"2015","Tamil Nadu","33","Power (Captive)",1.0
2398,"2014","Tamil Nadu","33","Power (Utility)",14.86
2399,"2010","Tamil Nadu","33","Chemical",0.01
2400,"2012","Tamil Nadu","33","Power (Captive)",0.69
2401,"2013","Tamil Nadu","33","Chemical",0.02
2402,"2019","Tamil Nadu","33","Other Basic-Metal (Aluminium Etc)",0.0
2403,"2009","Tamil Nadu","33","Textiles and Rayons",0.02
2404,"2006","Tamil Nadu","33","Power (Captive)",0.17
2405,"2006","Tamil Nadu","33","Pulp and Paper",0.04
2406,"2021","Tamil Nadu","33","Power (Captive)",9.64
2407,"2021","Tamil Nadu","33","Power (Captive)",0.03
2408,"2013","Tamil Nadu","33","Pulp and Paper",0.02
2409,"2021","Tamil Nadu","33","Power (Utility)",8.13
2410,"2016","Tamil Nadu","33","Power (Captive)",0.71
2411,"2008","Tamil Nadu","33","Pulp and Paper",0.16
2412,"2010","Tamil Nadu","33","Cement",0.3
2413,"2008","Tamil Nadu","33","Power (Utility)",21.79
2414,"2009","Tamil Nadu","33","Sponge Iron",0.17
2415,"2020","Tamil Nadu","33","Cement",0.63
2416,"2010","Tamil Nadu","33","Sponge Iron",0.13
2417,"2019","Tamil Nadu","33","Chemical",0.0
2418,"2010","Tamil Nadu","33","Cement",0.22
2419,"2018","Tamil Nadu","33","Chemical",0.0
2420,"2020","Tamil Nadu","33","Other",0.11
2421,"2010","Tamil Nadu","33","Power (Utility)",22.39
2422,"2008","Tamil Nadu","33","Other",0.13
2423,"2021","Tamil Nadu","33","Pulp and Paper",0.01
2424,"2021","Tamil Nadu","33","Metallurgical Use- Direct Feed",0.02
2425,"2018","Tamil Nadu","33","Pulp and Paper",0.05
2426,"2010","Tamil Nadu","33","Bricks",0.04
2427,"2012","Tamil Nadu","33","Chemical",0.0
2428,"2017","Tamil Nadu","33","Chemical",0.0
2429,"2009","Tamil Nadu","33","Other",0.03
2430,"2016","Tamil Nadu","33","Other",0.03
2431,"2021","Tamil Nadu","33","Pulp and Paper",0.09
2432,"2016","Tamil Nadu","33","Cement",0.12
2433,"2018","Tamil Nadu","33","Power (Utility)",0.13
2434,"2012","Tamil Nadu","33","Power (Utility)",12.96
2435,"2020","Tamil Nadu","33","Power (Utility)",9.89
2436,"2013","Tamil Nadu","33","Sponge Iron",0.01
2437,"2011","Tamil Nadu","33","Cement",0.24
2438,"2010","Tamil Nadu","33","Pulp and Paper",0.1
2439,"2018","Tamil Nadu","33","Pulp and Paper",0.02
2440,"2019","Tamil Nadu","33","Other",0.03
2441,"2013","Tamil Nadu","33","Textiles and Rayons",0.0
2442,"2021","Tamil Nadu","33","Other",0.02
2443,"2013","Tamil Nadu","33","Other",0.04
2444,"2016","Tamil Nadu","33","Textiles and Rayons",0.0
2445,"2016","Tamil Nadu","33","Power (Utility)",19.77
2446,"2008","Tamil Nadu","33","Chemical",0.03
2447,"2015","Tamil Nadu","33","Steel (Boilers)",0.02
2448,"2010","Tamil Nadu","33","Power (Utility)",12.97
2449,"2012","Tamil Nadu","33","Cement",0.17
2450,"2015","Tamil Nadu","33","Pulp and Paper",0.01
2451,"2012","Tamil Nadu","33","Pulp and Paper",0.02
2452,"2014","Tamil Nadu","33","Pulp and Paper",0.01
2453,"2010","Tamil Nadu","33","Bricks",0.01
2454,"2008","Tamil Nadu","33","Cement",0.13
2455,"2009","Tamil Nadu","33","Cement",0.08
2456,"2014","Tamil Nadu","33","Other",0.03
2457,"2020","Tamil Nadu","33","Power (Captive)",0.04
2458,"2011","Tamil Nadu","33","Sponge Iron",0.12
2459,"2018","Tamil Nadu","33","Power (Captive)",0.47
2460,"2020","Tamil Nadu","33","Cement",0.09
2461,"2016","Tamil Nadu","33","Steel (Boilers)",0.0
2462,"2016","Tamil Nadu","33","Bricks",0.01
2463,"2012","Tamil Nadu","33","Sponge Iron",4.84
2464,"2015","Tamil Nadu","33","Chemical",0.01
2465,"2017","Tamil Nadu","33","Cement",0.0
2466,"2007","Tamil Nadu","33","Bricks",0.09
2467,"2012","Tamil Nadu","33","Cement",0.59
2468,"2015","Tamil Nadu","33","Other",0.06
2469,"2020","Tamil Nadu","33","Pulp and Paper",0.0
2470,"2015","Tamil Nadu","33","Bricks",0.01
2471,"2018","Tamil Nadu","33","Cement",0.23
2472,"2020","Tamil Nadu","33","Bricks",0.0
2473,"2019","Tamil Nadu","33","Cement",1.21
2474,"2011","Tamil Nadu","33","Power (Captive)",0.49
2475,"2017","Tamil Nadu","33","Pulp and Paper",0.02
2476,"2009","Tamil Nadu","33","Cement",0.18
2477,"2009","Tamil Nadu","33","Pulp and Paper",0.08
2478,"2013","Tamil Nadu","33","Steel (Boilers)",0.05
2479,"2019","Tamil Nadu","33","Power (Captive)",1.37
2480,"2011","Tamil Nadu","33","Power (Utility)",22.72
2481,"2011","Tamil Nadu","33","Other",0.05
2482,"2012","Tamil Nadu","33","Pulp and Paper",0.05
2483,"2013","Tamil Nadu","33","Power (Utility)",12.85
2484,"2021","Tamil Nadu","33","Power (Utility)",0.1
2485,"2014","Tamil Nadu","33","Textiles and Rayons",0.0
2486,"2017","Tamil Nadu","33","Power (Captive)",1.17
2487,"2017","Tamil Nadu","33","Bricks",0.01
2488,"2014","Tamil Nadu","33","Chemical",0.01
2489,"2020","Tamil Nadu","33","Power (Captive)",13.01
2490,"2007","Tamil Nadu","33","Textiles and Rayons",0.01
2491,"2011","Tamil Nadu","33","Pulp and Paper",0.07
2492,"2016","Tamil Nadu","33","Pulp and Paper",0.02
2493,"2021","Tamil Nadu","33","Other",0.07
2494,"2013","Tamil Nadu","33","Cement",0.19
2495,"2014","Tamil Nadu","33","Power (Captive)",0.61
2496,"2011","Tamil Nadu","33","Power (Utility)",12.7
2497,"2020","Tamil Nadu","33","Metallurgical Use- Direct Feed",0.02
2498,"2007","Tamil Nadu","33","Chemical",0.03
2499,"2008","Tamil Nadu","33","Cement",0.17
2500,"2009","Tamil Nadu","33","Other",0.27
2501,"2019","Tamil Nadu","33","Cement",0.1
2502,"2007","Tamil Nadu","33","Power (Utility)",20.22
2503,"2021","Tamil Nadu","33","Cement",0.55
2504,"2014","Tamil Nadu","33","Sponge Iron",0.0
2505,"2006","Tamil Nadu","33","Cement",0.22
2506,"2020","Tamil Nadu","33","Power (Utility)",18.16
2507,"2016","Tamil Nadu","33","Other",0.02
2508,"2018","Tamil Nadu","33","Steel (Boilers)",0.12
2509,"2008","Tamil Nadu","33","Pulp and Paper",0.02
2510,"2017","Tamil Nadu","33","Power (Utility)",22.87
2511,"2017","Tamil Nadu","33","Other",0.28
2512,"2006","Tamil Nadu","33","Power (Utility)",13.46
2513,"2009","Tamil Nadu","33","Power (Utility)",20.4
2514,"2013","Tamil Nadu","33","Power (Utility)",24.84
2515,"2019","Tamil Nadu","33","Power (Captive)",0.36
2516,"2006","Tamil Nadu","33","Chemical",0.04
2517,"2012","Tamil Nadu","33","Bricks",0.01
2518,"2010","Tamil Nadu","33","Other",0.04
2519,"2018","Tamil Nadu","33","Other",0.02
2520,"2019","Tamil Nadu","33","Bricks",0.01
2521,"2007","Tamil Nadu","33","Sponge Iron",0.04
2522,"2019","Tamil Nadu","33","Pulp and Paper",0.01
2523,"2015","Tamil Nadu","33","Pulp and Paper",0.09
2524,"2014","Tamil Nadu","33","Steel (Boilers)",0.03
2525,"2017","Tamil Nadu","33","Pulp and Paper",0.04
2526,"2010","Tamil Nadu","33","Power (Captive)",0.4
2527,"2008","Tamil Nadu","33","Sponge Iron",0.04
2528,"2019","Tamil Nadu","33","Pulp and Paper",0.14
2529,"2015","Tamil Nadu","33","Textiles and Rayons",0.0
2530,"2007","Tamil Nadu","33","Fertilisers",0.01
2531,"2018","Tamil Nadu","33","Power (Captive)",1.05
2532,"2021","Tamil Nadu","33","Chemical",0.0
2533,"2012","Tamil Nadu","33","Textiles and Rayons",0.0
2534,"2008","Tamil Nadu","33","Other",0.06
2535,"2006","Tamil Nadu","33","Other Basic-Metal (Aluminium Etc)",0.0
2536,"2017","Tamil Nadu","33","Fertilisers",0.0
2537,"2017","Tamil Nadu","33","Other",0.04
2538,"2019","Tamil Nadu","33","Power (Utility)",24.17
2539,"2013","Tamil Nadu","33","Power (Captive)",0.58
2540,"2014","Tamil Nadu","33","Pulp and Paper",0.07
2541,"2006","Tamil Nadu","33","Fertilisers",0.01
2542,"2014","Tamil Nadu","33","Bricks",0.01
2543,"2011","Tamil Nadu","33","Bricks",0.02
2544,"2018","Tamil Nadu","33","Cement",0.07
2545,"2015","Tamil Nadu","33","Cement",0.76
2546,"2019","Tamil Nadu","33","Other",0.1
2547,"2014","Tamil Nadu","33","Cement",0.99
2548,"2016","Tamil Nadu","33","Pulp and Paper",0.04
2549,"2014","Tamil Nadu","33","Power (Utility)",24.82
2550,"2015","Tamil Nadu","33","Power (Utility)",24.49
2551,"2021","Telangana","36","Power (Utility)",25.56
2552,"2015","Telangana","36","Pulp and Paper",0.57
2553,"2021","Telangana","36","Bricks",0.0
